size,nanoseconds
0,5100
10000,30800
20000,11600
30000,13500
40000,14800
50000,15000
60000,13700
70000,13800
80000,16000
90000,15600
100000,20100
110000,15800
120000,17300
130000,15000
140000,16500
150000,19400
160000,16200
170000,16200
180000,16400
190000,14200
