size,nanoseconds
0,4000
10000,900
20000,1000
30000,700
40000,800
50000,800
60000,700
70000,800
80000,800
90000,1000
100000,900
110000,600
120000,700
130000,700
140000,700
150000,700
160000,700
170000,700
180000,900
190000,600
