size,nanoseconds
190000,600
180000,400
170000,500
160000,300
150000,300
140000,500
130000,500
120000,200
110000,400
100000,400
90000,400
80000,500
70000,300
60000,300
50000,400
40000,400
30000,400
20000,300
10000,400
0,600
