size,nanoseconds
0,15900
10000,8100
20000,7700
30000,8700
40000,8600
50000,35400
60000,9600
70000,7700
80000,12100
90000,13400
100000,9000
110000,12400
120000,14700
130000,9300
140000,9300
150000,11700
160000,10700
170000,8300
180000,8900
190000,6700
